id_no,title,organization,skills,ratings,review_counts,metadata
101,Introduction to Systems Engineering,UNSW Sydney (The University of New South Wales),"concept operation,conceptual design,configuration management,design review,engineering design process,prototyping,requirement analysis,requirement elicitation,system architecture,system design,system design implementation,system development life cycle,system engineering,system integration,system requirement,verification validation",0,0,Mixed ? Course ? 1 - 3 Months
102,IBM Relational Database Administrator,IBM,"apache airflow,apache kafka,bash scripting language,data engineering,data pipeline,data security,data store,data warehouse,database administration,database architecture administration,database design,database management,extract,generative ai,jupyter,linux command,load,shell script,sql,transform,web scraping",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
103,Preparing for Google Cloud Certification: Cloud Engineer,Google Cloud,"application deployment,cloud computing,cloud computing architecture,cloud engineering,cloud infrastructure,cloud management,cloud service,cloud storage,containerization,data storage technology,docker software,google cloud platform,identity access management,infrastructure code iac,infrastructure service iaa,kubernetes,load balancing,network infrastructure,prompt engineering,virtual machine",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
104,Mastering bitumen for better roads and innovative applications,?cole Nationale des Ponts et Chauss?s,"chemical engineering,chemistry,civil engineering,construction,environment health safety,environmental engineering,laboratory testing,logistics,manufacturing process,market dynamic,performance testing,product testing,supply chain,technical standard,transportation,transportation operation",0,0,Intermediate ? Course ? 1 - 4 Weeks
105,Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,"cloud computing,continuous monitoring,devops,risk management framework,service level,site reliability engineering,software documentation,system monitoring",0,0,Intermediate ? Course ? 1 - 3 Months
106,AI Foundations for Everyone,IBM,"application deployment,artificial intelligence,business analysis,business ethic,business process automation,chatgpt,computer science,data governance,data science,deep learning,generative ai,ibm cloud,large language modeling,machine learning,nlp,openai,program development,prompt engineering,robotic process automation,workflow management",0,0,Beginner ? Specialization ? 3 - 6 Months
107,Architecting with Google Compute Engine,Google Cloud,"application deployment,cicd,cloud computing,cloud computing architecture,cloud infrastructure,cloud security,cloud service,cloud storage,containerization,google cloud platform,identity access management,infrastructure code iac,infrastructure service iaa,kubernetes,load balancing,microservices,prompt engineering,service level,service level agreement,virtual machine",0,0,Intermediate ? Specialization ? 3 - 6 Months
108,Preparing for Google Cloud Certification: Cloud Architect,Google Cloud,"application deployment,cicd,cloud computing,cloud computing architecture,cloud infrastructure,cloud management,cloud security,cloud service,cloud storage,containerization,google cloud platform,identity access management,infrastructure code iac,infrastructure service iaa,kubernetes,load balancing,process analysis,prompt engineering,service level agreement,virtual machine",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
109,Preparing for Google Cloud Certification: Cloud DevOps Engineer,Google Cloud,"application deployment,application performance management,cicd,cloud infrastructure,cloud management,cloud security,cloud service,cloud storage,containerization,culture transformation,event monitoring,google cloud platform,identity access management,kubernetes,prompt engineering,safety culture,service level agreement,site reliability engineering,system monitoring,virtual machine",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
110,Introduction to Software Development,Amazon,"development environment,integrated development environment,java,object oriented programming oop,program development,programming principle,sdlc,software development,software engineering",0,0,Beginner ? Course ? 1 - 4 Weeks
111,Google Cloud Database Engineer,Google Cloud,"application deployment,cloud application,cloud computing architecture,cloud infrastructure,cloud security,cloud service,cloud storage,containerization,data migration,database administration,database architecture administration,database management,generative ai,google cloud platform,identity access management,kubernetes,operational database,prompt engineering,sql",0,0,Intermediate ? Specialization ? 3 - 6 Months
112,IBM Business Intelligence (BI) Analyst,IBM,"business analysis,dashboard,data analysis,data cleansing,data collection,data mining,data storytelling,data visualization,data visualization software,data warehouse,data wrangling,database design,descriptive statistic,excel formula,extract,ibm db2,load,presentation,sql,tableau,transform",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
113,Introduction to Generative AI Learning Path,Google Cloud,"accountability,application development,artificial intelligence,artificial intelligence machine learning aiml,business ethic,compliance training,corporate strategy,data ethic,decision making,ethical standard conduct,generative ai,google cloud platform,governance,large language modeling,machine learning method,organizational effectiveness,prompt engineering",0,0,Intermediate ? Specialization ? 1 - 3 Months
114,Preparing for Google Cloud Certification: Cloud Developer,Google Cloud,"application deployment,application development,cicd,cloud application,cloud computing,cloud development,cloud infrastructure,cloud service,cloud storage,containerization,debugging,docker software,generative ai,google cloud platform,identity access management,kubernetes,microservices,prompt engineering,serverless computing,virtual machine",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
